CSV,Dataset Write Time,Dataset Read Time
Trial 1,12.095784353732595,0.4008828109363094
Trial 2,18.17889375888626,0.5419406152213924
Trial 3,14.538082825310994,0.5430578021332622
Trial 4,11.801576565630969,0.5600984404736664
Trial 5,13.860725004633425,0.5690609104931355
Average,14.095012501638848,0.5230081158515532
standard error,2.5586153309076045,0.0692307222768524
