CSV,Dataset Write Time,Dataset Read Time
Trial 1,2554.8035919782706,0.2754492343228776
Trial 2,2505.2475374322967,0.2767214282357599
Trial 3,2517.3478285287274,0.2783589152386412
Trial 4,2496.5339302434586,0.2797890447254758
Trial 5,2502.1747255632363,0.2770227583823725
Average,2515.221522749198,0.27746827618102543
standard error,23.399715779775523,0.00165921687514606
