Zarr,Dataset Write Time,Dataset Read Time
Trial 1,1.0409984497528058,0.991642187727848
Trial 2,0.9854375130089466,0.9034703180077486
Trial 3,0.8415203119511716,0.8644406370876823
Trial 4,0.8073937606241088,1.0106687586812768
Trial 5,0.9640578318794724,0.911160921532428
Average,0.927881573443301,0.9362765646073967
standard error,0.0992376139427603,0.06218319022912363
