Zarr,Dataset Write Time,Dataset Read Time
Trial 1,0.1699026142887305,0.3030131774721667
Trial 2,0.166935940796975,0.3001583972945809
Trial 3,0.5784925888292491,0.2966908323287498
Trial 4,0.1673743790888693,0.2942936334875412
Trial 5,0.1706531074887607,0.2966681022371631
Average,0.2506717260985169,0.29816482856404036
standard error,0.18326434224037458,0.0034234415920915266
