Zarr,Dataset Write Time,Dataset Read Time
Trial 1,0.1500435173511505,0.2888044000428635
Trial 2,0.1696901017567142,0.2853795849659946
Trial 3,0.1500344442320056,0.2828469368978403
Trial 4,0.1470852475904394,0.2822438327712007
Trial 5,0.1490950198785867,0.2837068204826209
Average,0.15318966616177926,0.28459631503210403
standard error,0.009302527974506756,0.002631880907506105
