netCDF4,Dataset Write Time,Dataset Read Time
Trial 1,1047.5491942670487,975.2219172332844
Trial 2,1052.860219751892,992.292086037196
Trial 3,1049.5935817780264,967.4494042847072
Trial 4,1058.0151865724474,969.7626754168596
Trial 5,1037.921750536043,965.7659814911312
Average,1049.1879865810915,974.0984128926357
standard error,7.4361108531814875,10.778559185745628
