HDF5,Dataset Write Time,Dataset Read Time
Trial 1,26.32213149263407,17.564239624334732
Trial 2,26.10485765035264,18.676136893191146
Trial 3,26.397811499919044,17.381545250827912
Trial 4,26.260043512593256,16.552407723793294
Trial 5,26.17927877145121,16.527915529877646
Average,26.252824585390044,17.340449004404945
standard error,0.11530390962433423,0.8827588836234117
