Zarr,Dataset Write Time,Dataset Read Time
Trial 1,60.49770598474424,22.740038781194016
Trial 2,60.38810329482658,23.53233924441156
Trial 3,60.48257269503665,22.404616880521644
Trial 4,60.44441529957112,22.08073174551828
Trial 5,60.41852808994008,22.12553757999558
Average,60.446265072823735,22.576652846328216
standard error,0.04505542461883485,0.5956237382927649
