CSV,Dataset Write Time,Dataset Read Time
Trial 1,5.241394032054814,0.1318531576544046
Trial 2,5.184907950024353,0.1294169887842144
Trial 3,5.182018387131393,0.1289770225412212
Trial 4,5.187706294236705,0.1289181345782708
Trial 5,5.185772100958275,0.1288428902626037
Average,5.196359752881108,0.12960163876414293
standard error,0.025258095636259872,0.00127832464723584
