HDF5,Dataset Write Time,Dataset Read Time
Trial 1,0.0931022550503257,0.2320167914149351
Trial 2,0.087440032075392,0.2265455041197128
Trial 3,0.087621396232862,0.2262762791360728
Trial 4,0.0890772280399687,0.225633197260322
Trial 5,0.0867272319737821,0.2253188940812833
Average,0.0887936286744661,0.2271581332024652
standard error,0.002555437233705726,0.0027598809206908765
