netCDF4,Dataset Write Time,Dataset Read Time
Trial 1,0.2366100234212353,0.556566723389551
Trial 2,0.2197616850025952,0.5485167494043708
Trial 3,0.2194945082010235,0.5496233461599331
Trial 4,0.2203094118158333,0.5495528894243762
Trial 5,0.2177267451770603,0.5537978795473464
Average,0.2227804747235495,0.5516115175851155
standard error,0.007791235761596369,0.0034315670183916094
