Zarr,Dataset Write Time,Dataset Read Time
Trial 1,6.62997037943569,2.859617365174927
Trial 2,6.588304011529544,2.918248253990896
Trial 3,6.598063198907767,2.79742643397185
Trial 4,6.589367723790929,2.763012111245189
Trial 5,6.6254866469535045,2.7511907792359125
Average,6.606238392123487,2.817898988723755
standard error,0.020042441076237334,0.070164232347877
