netCDF4,Dataset Write Time,Dataset Read Time
Trial 1,92.73533980740469,93.29961463663494
Trial 2,92.08313623094,92.1426860477368
Trial 3,93.53981217282126,90.87400723001338
Trial 4,91.03730710558013,90.14231372930226
Trial 5,92.7538642208674,90.01354059000732
Average,92.42989190752269,91.29443244673894
standard error,0.9340384634104227,1.4040217801773958
