CSV,Dataset Write Time,Dataset Read Time
Trial 1,2.7316242922097445,0.1282096527575049
Trial 2,2.7247684047324583,0.126151669974206
Trial 3,2.735443766141543,0.1258873635379132
Trial 4,2.7235658853896894,0.1257444819202646
Trial 5,2.7211512096982915,0.1254064809472765
Average,2.7273107116343454,0.12627992982743302
standard error,0.0059828936369412675,0.0011117561418764583
