HDF5,Dataset Write Time,Dataset Read Time
Trial 1,0.0897959544090554,0.2327544389117974
Trial 2,0.0859626852616202,0.2307332870259415
Trial 3,0.0870563198986928,0.2289092881255783
Trial 4,0.0867850285430904,0.2280444932694081
Trial 5,0.0880799343576654,0.2282532841491047
Average,0.08753598449402485,0.22973895829636598
standard error,0.0014724663756722721,0.001990515319975
