netCDF4,Dataset Write Time,Dataset Read Time
Trial 1,0.205110918614082,0.7962812669575214
Trial 2,0.2339234451937955,1.257192183402367
Trial 3,0.2612999924167525,1.0053656333184335
Trial 4,0.3802984247158747,1.1429874975874554
Trial 5,0.2872609438782092,1.227959401148837
Average,0.2735787449637428,1.0859571964829229
standard error,0.0670586430345383,0.18917296735993835
