Trial 1,0.08214517055193937,0.7202816063909268,HDF5,Dataset Write Time,Dataset Read Time
Trial 2,0.0827550107374008,0.7169454690938437,,,
Trial 3,0.0823240210934272,0.716661069645852,,,
Trial 4,0.0824060030595319,0.7173432192075779,,,
Trial 5,0.0822356951744041,0.7170414501729283,,,
,,,Average,0.082430182516191,0.7169978020300505
