HDF5,Dataset Write Time,Dataset Read Time
Trial 1,2.779381359346189,0.9967175636802494
Trial 2,2.6157206988273174,1.1184236166172925
Trial 3,2.623714096330332,0.978641778488054
Trial 4,2.6195153765229406,0.941762641787136
Trial 5,2.6258923286377467,0.9413228957555476
Average,2.621210625079584,0.9950377331620075
