Trial 1,0.584823770566345,0.7958119684019493,CSV,Dataset Write Time,Dataset Read Time
Trial 2,0.581422430997236,0.7845725200468223,,,
Trial 3,0.5857455514330923,0.787193138847897,,,
Trial 4,0.5823905986801492,0.7823152374726305,,,
Trial 5,0.5820092276849209,0.7889934668696696,,,
,,,Average,0.5828919521988496,0.7857685908092549
