Trial 1,0.2455543440760266,0.4502389259073425,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,0.2519375199767637,0.4449222652738172,,,
Trial 3,0.2431185333193752,0.4422061197146831,,,
Trial 4,0.2515978100063876,0.4408823452308752,,,
Trial 5,0.244045871909293,0.4406900814615255,,,
,,,Average,0.24767493380295486,0.4421752029202253
