Trial 1,0.09367538928017893,0.37823293018846016,HDF5,Dataset Write Time,Dataset Read Time
Trial 2,0.0942755309552012,0.3788545614042959,,,
Trial 3,0.09435870094876,0.3752852356910807,,,
Trial 4,0.0941471669761995,0.3747557785231947,,,
Trial 5,0.0944699738738563,0.3763766676456725,,,
,,,Average,0.09431284318850426,0.37631806081606095
