Trial 1,6.634991340717988,4.820232686029158,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,6.627849932385743,3.224205583080675,,,
Trial 3,6.6258730907975405,3.113435660111463,,,
Trial 4,6.65245521270208,3.0853439825477835,,,
Trial 5,6.647130735473184,3.087820267182906,,,
,,,Average,6.638327242839637,3.127701373230707
