Trial 1,0.09397274715183812,0.3806545909128545,HDF5,Dataset Write Time,Dataset Read Time
Trial 2,0.0968484523582446,0.3822627513443422,,,
Trial 3,0.0977027612520942,0.3798963427641411,,,
Trial 4,0.0976412737543341,0.378889394255566,,,
Trial 5,0.0976512383772387,0.3773129242574669,,,
,,,Average,0.0974609314354779,0.37959035315537903
