Trial 1,0.14162558204589004,0.24403455245192163,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,0.1401161881631196,0.23711907579127,,,
Trial 3,0.1391318282912834,0.2358033726750363,,,
Trial 4,0.1460915568713972,0.2354470634600147,,,
Trial 5,0.1392181023902594,0.2355431802243401,,,
,,,Average,0.14113941892901488,0.23597817303766525
