Trial 1,0.0915274259796206,0.8576390211487706,HDF5,Dataset Write Time,Dataset Read Time
Trial 2,0.0918637472295813,0.8552749537500404,,,
Trial 3,0.091712683570222,0.8543413846666681,,,
Trial 4,0.0919677230513116,0.8540586554488527,,,
Trial 5,0.0919850185994164,0.854388180840715,,,
,,,Average,0.09188229311263281,0.854515793676569
