Trial 1,0.14919203681529325,0.8939385992334792,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,0.1482515686177521,0.8852829244005989,,,
Trial 3,0.1511343342883719,0.9067195240959336,,,
Trial 4,0.1530287930222584,0.8871777912133894,,,
Trial 5,0.1469816014889602,0.9008959694938312,,,
,,,Average,0.14984907435433564,0.8950190523009383
