Trial 1,24.451812416145913,35.84369865376402,netCDF4,Dataset Write Time,Dataset Read Time
Trial 2,25.2653900616906,42.14443151698788,,,
Trial 3,25.15504971182736,37.95532569034776,,,
Trial 4,25.18715290864293,36.34920488980242,,,
Trial 5,25.47124901855113,36.14208434032662,,,
,,,Average,25.269710425178005,38.14776160936617
