Trial 1,7.833648827570983,0.34343614352394525,CSV,Dataset Write Time,Dataset Read Time
Trial 2,8.015715936011247,0.3285591246253716,,,
Trial 3,8.001759746463222,0.3278273903504214,,,
Trial 4,8.001114021084277,0.3286957510368893,,,
Trial 5,8.014729601342196,0.3293039765566163,,,
,,,Average,8.008329826225236,0.3285965606423247
