Trial 1,0.14667001056523077,0.7649882975329092,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,0.142563966335274,0.7595653694352222,,,
Trial 3,0.1477178660707068,0.757383480390672,,,
Trial 4,0.1421535584995581,0.7559316618426237,,,
Trial 5,0.1424239742959798,0.7571269428012783,,,
,,,Average,0.1437148413003797,0.7575018636174491
