Trial 1,0.08219507651574531,0.19699966537700675,HDF5,Dataset Write Time,Dataset Read Time
Trial 2,0.0825388239036328,0.1947216074995594,,,
Trial 3,0.0821562108512807,0.19483446283175,,,
Trial 4,0.0822416220671584,0.1944816982586417,,,
Trial 5,0.0821250237095228,0.1945677479398,,,
,,,Average,0.08226542013289867,0.1946513791324378
