Trial 1,2.225565504033966,5.028205235873884,netCDF4,Dataset Write Time,Dataset Read Time
Trial 2,2.356689324130912,4.977948289536016,,,
Trial 3,2.3607315783920058,4.982489979056481,,,
Trial 4,2.3718919081261447,5.005733808673085,,,
Trial 5,2.3484069014898523,5.077810964223772,,,
,,,Average,2.3594299280347286,5.010995760372339
