Trial 1,2.206782321877654,4.491172534926591,netCDF4,Dataset Write Time,Dataset Read Time
Trial 2,2.330934327687828,4.424027825621124,,,
Trial 3,2.339249111059871,4.426883769838241,,,
Trial 4,2.337548959303604,4.435674471551465,,,
Trial 5,2.3159140868074246,4.503212265035472,,,
,,,Average,2.330911621214682,4.447449583011576
