Trial 1,0.26150389859935785,0.45463238083698343,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,0.2535998539769935,0.4406089900612642,,,
Trial 3,0.256810289471332,0.4343861555753392,,,
Trial 4,0.2567584653547783,0.4421209203258058,,,
Trial 5,0.2560735550218851,0.4335280763427818,,,
,,,Average,0.2558105409562472,0.43766103557629776
