Trial 1,37.05541729043205,84.74449291307451,netCDF4,Dataset Write Time,Dataset Read Time
Trial 2,38.6791861336917,85.35353913443089,,,
Trial 3,39.08650402495084,91.52081345638408,,,
Trial 4,39.86628169353423,87.51521121421035,,,
Trial 5,34.894109886636215,97.7308798622687,,,
,,,Average,38.13152043470325,90.5301109168235
