CSV,Dataset Write Time,Dataset Read Time
Trial 1,450.5421524833082,0.46253190362222085
Trial 2,453.6191294780565,0.4595530581354978
Trial 3,452.7796620562867,0.4595363551516129
Trial 4,458.74184039143984,0.4609483148669824
Trial 5,456.6805205414539,0.4605094828775691
Average,455.45528811680924,0.4601368027579156
