Trial 1,454.8518526088401,0.47207346682398565,CSV,Dataset Write Time,Dataset Read Time
Trial 2,490.0756657369243,0.4765079572734976,,,
Trial 3,487.102967977421,0.4756268031087529,,,
Trial 4,486.18488243704405,0.4763005659924602,,,
Trial 5,488.28175321199296,0.4768489786783902,,,
,,,Average,487.9113173408456,0.47632107626327524
