Trial 1,0.2786488745414317,0.13108886798818276,CSV,Dataset Write Time,Dataset Read Time
Trial 2,0.2764839914561889,0.128834586917037,,,
Trial 3,0.2756235010110686,0.1287683937789552,,,
Trial 4,0.2762558838185214,0.1289864283080533,,,
Trial 5,0.2751626298049814,0.1286314644630692,,,
,,,Average,0.2758815015226901,0.12880521836677866
