Trial 1,20.229416226584362,27.900499502152343,netCDF4,Dataset Write Time,Dataset Read Time
Trial 2,20.93782764890761,28.369285870098796,,,
Trial 3,16.434735373792364,27.792306641572395,,,
Trial 4,16.913206328638353,27.622964470680245,,,
Trial 5,17.001956554651088,27.754179705965495,,,
,,,Average,17.821931476497355,27.884684172079233
