Trial 1,7.679098460016576,0.2910026124709475,CSV,Dataset Write Time,Dataset Read Time
Trial 2,8.667816444187793,0.2911521324904242,,,
Trial 3,8.365082458055895,0.2911857616822999,,,
Trial 4,8.807563701964227,0.2908362722564561,,,
Trial 5,8.619223630148554,0.2909660479417653,,,
,,,Average,8.614921558589117,0.2910350535927364
