Trial 1,0.27132131525320347,0.9613220530155786,Zarr,Dataset Write Time,Dataset Read Time
Trial 2,0.2727274674754198,0.5579054848681153,,,
Trial 3,0.2717868116803856,0.5548375498136693,,,
Trial 4,0.2724795732547136,0.5551208048757417,,,
Trial 5,0.2701825851403328,0.555877313701103,,,
,,,Average,0.271794109387713,0.5559352883146573
