Trial 1,0.5666761236398088,0.6399018290608183,CSV,Dataset Write Time,Dataset Read Time
Trial 2,0.5623291228857852,0.6380016648108722,,,
Trial 3,0.5614716881154891,0.6387171902701994,,,
Trial 4,0.563170029010962,0.6379565289762468,,,
Trial 5,0.5601401817330043,0.6374948720804241,,,
,,,Average,0.5617777554363101,0.6380425640344356
