Trial 1,13.738982852430581,22.011445915723016,netCDF4,Dataset Write Time,Dataset Read Time
Trial 2,13.346780661663615,21.97700885290033,,,
Trial 3,13.399920078200012,21.82058213026039,,,
Trial 4,13.291651682493466,21.656932886685357,,,
Trial 5,13.365856500740849,21.764215302312092,,,
,,,Average,13.351052230774485,21.80468479303954
