netCDF4,Dataset Write Time,Dataset Read Time
Trial 1,9.42647845852207,14.310267951714195
Trial 2,8.94305575582166,14.30359850428431
Trial 3,8.970697752829437,14.010342523306464
Trial 4,9.035596535454715,14.063840523135696
Trial 5,8.970656629458063,14.134107831978326
Average,8.980001668390969,14.127972345676199
